,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
10,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2025-01-05 22:09:18,2024-10-31 12:57:01,5382.0,2.0,1855.0,287.0,3684.0,171.0,3231.0,14512.0,2022-04-17 12:49:53,2.22.0,,799630.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,181685.0,181685.0,358.0,39,True,2,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,799630.0,,
11,Ant Design Vue,vueComponent/ant-design-vue,['vue3'],ui-frameworks,https://github.com/vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue,,2017-09-20 06:04:01,2025-01-15 05:27:33,2025-01-05 09:04:07,5275.0,12.0,3780.0,302.0,1887.0,148.0,5707.0,20492.0,2024-11-11 06:59:22,4.2.6,,344365.0,100.0,An enterprise-class UI components based on Ant Design and Vue.,60560.0,60560.0,290.0,38,True,2,ant-design-vue,https://www.npmjs.com/package/ant-design-vue,344365.0,,
12,Appolo Client,apollographql/apollo-client,"['vue2', 'vue3']",graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2025-01-23 16:57:48,2025-01-22 18:43:05,12745.0,110.0,2630.0,282.0,6603.0,483.0,4724.0,19442.0,2025-01-22 02:29:56,3.12.7,,,100.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",188806.0,188806.0,896.0,38,True,1,,,,,
13,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2025-01-21 15:02:06,2025-01-21 15:02:06,8886.0,61.0,1696.0,92.0,3166.0,469.0,2775.0,16579.0,,,,123718.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,32815.0,32815.0,327.0,38,True,2,naive-ui,https://www.npmjs.com/package/naive-ui,123718.0,,
14,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2025-01-23 14:46:08,2025-01-23 14:25:11,5281.0,179.0,2687.0,516.0,5389.0,906.0,4170.0,88687.0,2025-01-18 09:43:09,tauri-cli-v2.2.5,5072.0,4691.0,100.0,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",699.0,699.0,438.0,36,True,1,tauri,https://www.npmjs.com/package/tauri,3001.0,,
15,vee-validate,logaretm/vee-validate,,forms,https://github.com/logaretm/vee-validate,https://github.com/logaretm/vee-validate,MIT,2016-07-30 01:10:44,2025-01-15 16:27:23,2025-01-15 16:27:22,4833.0,30.0,1271.0,113.0,935.0,70.0,3412.0,10908.0,2024-12-22 16:28:52,4.15.0,,,100.0,Painless Vue forms.,89268.0,89268.0,392.0,35,True,1,,,,,
16,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2024-12-23 12:52:30,2024-12-23 12:52:22,1469.0,3.0,4987.0,505.0,988.0,64.0,2790.0,18991.0,2022-09-06 10:10:34,3.6.5,,10924777.0,90.0,The official router for Vue 2.,3.0,3.0,291.0,34,True,3,vue-router,https://www.npmjs.com/package/vue-router,10924777.0,,
17,Amplify UI,aws-amplify/amplify-ui,['vue3'],ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2025-01-22 23:58:37,2025-01-22 21:15:47,3248.0,93.0,306.0,61.0,4919.0,179.0,1016.0,965.0,2025-01-21 22:01:53,@aws-amplify/ui@6.8.1,,61944.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",65911.0,65911.0,141.0,34,True,3,@aws-amplify/ui-vue,https://www.npmjs.com/package/@aws-amplify/ui-vue,61944.0,1.0,
18,URQL,urql-graphql/urql,"['vue2', 'vue3']",graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2025-01-15 18:03:36,2025-01-15 18:03:36,2749.0,10.0,459.0,87.0,1558.0,26.0,941.0,8709.0,2024-12-09 19:44:02,@urql/core@5.1.0,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,583116.0,583116.0,264.0,33,True,2,,,,,
19,Vuestic UI,epicmaxco/vuestic-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2025-01-23 12:41:21,2025-01-22 17:54:59,3664.0,24.0,346.0,34.0,1786.0,471.0,2044.0,3562.0,2024-10-17 15:15:46,1.10.3,,10288.0,61.0,"Vuestic UI is an open-source Vue 3 component library designed for rapid development, easy maintenance, and high..",1724.0,1724.0,135.0,33,True,3,vuestic-ui,https://www.npmjs.com/package/vuestic-ui,10288.0,,
20,CoreUI,coreui/coreui,['bootstrap5'],css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2025-01-21 10:49:42,2025-01-05 13:42:35,22362.0,21.0,200.0,24.0,701.0,1.0,154.0,781.0,2024-10-28 16:24:08,5.2.0,10752.0,136.0,93.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,39739.0,39739.0,1528.0,33,True,3,,,,,
21,Relay,facebook/relay,"['vue2', 'vue3']",graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2025-01-23 13:42:32,2025-01-23 12:23:45,10255.0,136.0,1793.0,327.0,2586.0,567.0,1703.0,18473.0,2024-11-21 18:42:55,18.2.0,,,86.0,Relay is a JavaScript framework for building data-driven React applications.,3.0,3.0,923.0,31,True,2,,,,,
22,vue-resource,pagekit/vue-resource,['vue2'],http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483.0,,1586.0,257.0,142.0,83.0,453.0,10071.0,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,132785.0,132785.0,26.0,30,True,3,,,,,
23,Headless UI,tailwindlabs/headlessui,['tailwind'],components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2024-12-12 16:41:03,2024-12-12 16:40:57,860.0,3.0,1086.0,162.0,758.0,96.0,1236.0,26623.0,2024-10-25 13:52:27,@headlessui/react@v2.2.0,,,100.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",6215.0,6215.0,70.0,29,True,1,,,,,
24,mdb-ui-kit,mdbootstrap/mdb-ui-kit,['vue3'],dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,,2014-08-18 11:54:00,2025-01-20 09:47:38,2025-01-20 09:39:42,1481.0,2.0,3453.0,770.0,340.0,20.0,1175.0,24222.0,2025-01-20 09:50:44,8.2.0,,,41.0,Bootstrap 5 & Material Design UI KIT.,13530.0,13530.0,120.0,29,True,1,,,,,
25,Oruga UI,oruga-ui/oruga,"['vue3', 'typescript']",ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2025-01-21 20:24:56,2025-01-21 15:43:27,1830.0,59.0,172.0,9.0,721.0,27.0,408.0,1141.0,2024-12-19 14:39:08,0.9.3,,3234.0,52.0,Oruga is a lightweight library of UI components without any CSS framework dependency.,3.0,3.0,84.0,27,True,3,@oruga-ui/oruga,https://www.npmjs.com/package/@oruga-ui/oruga,3234.0,,
26,vue-devtools,vuejs/devtools,[],dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2023-09-01 14:05:16,2025-01-23 05:48:49,2025-01-23 05:48:31,1004.0,84.0,138.0,6.0,435.0,94.0,220.0,1914.0,2025-01-07 13:33:19,7.7.0,,,70.0,Browser devtools extension for debugging Vue.js applications.,3547.0,3547.0,63.0,26,True,1,,,,,
27,vuelidate,vuelidate/vuelidate,,forms,https://github.com/vuelidate/vuelidate,https://github.com/vuelidate/vuelidate,MIT,2016-11-05 14:30:37,2024-04-22 12:15:25,2023-12-22 13:21:42,670.0,,491.0,80.0,335.0,198.0,725.0,6901.0,2023-03-26 08:01:51,@vuelidate/core@2.0.1,,,49.0,"Simple, lightweight model-based validation for Vue.js.",48624.0,48624.0,92.0,25,True,2,,,,,
28,graphql-request,prisma-labs/graphql-request,"['vue2', 'vue3']",graphql-clients,https://github.com/graffle-js/graffle,https://github.com/graffle-js/graffle,MIT,2017-05-10 20:05:07,2025-01-23 02:04:23,2025-01-13 04:21:35,1024.0,104.0,301.0,35.0,821.0,24.0,412.0,5932.0,2024-11-02 01:21:31,7.1.2,,,35.0,Simple GraphQL Client for JavaScript. Minimal. Extensible. Type Safe. Runs everywhere.,18.0,18.0,92.0,25,True,3,,,,,graffle-js/graffle
29,formkit,formkit/formkit,,forms,https://github.com/formkit/formkit,https://github.com/formkit/formkit,MIT,2021-06-02 21:35:19,2024-11-15 13:05:56,2024-11-15 13:05:36,2045.0,6.0,186.0,34.0,300.0,158.0,930.0,4372.0,2024-11-13 13:33:14,1.6.8,,,49.0,Vue Forms Supercharged.,127.0,127.0,62.0,25,True,2,,,,,
30,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,"['vue3', 'javascript']",ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562.0,,147.0,34.0,271.0,106.0,145.0,934.0,2020-06-03 22:45:05,0.11.0,,4252.0,29.0,Semantic UI integration for Vue.,1866.0,1866.0,71.0,24,True,3,semantic-ui-vue,https://www.npmjs.com/package/semantic-ui-vue,4252.0,,
31,CoreUI Components,coreui/coreui-vue,['coreui'],components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2025-01-08 10:38:12,2025-01-08 10:38:12,661.0,17.0,131.0,15.0,54.0,,221.0,618.0,2024-10-29 11:46:28,5.4.1,,,100.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,3886.0,3886.0,9.0,24,True,2,,,,,
32,graphql-hooks,nearform/graphql-hooks,"['vue2', 'vue3']",graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2025-01-13 21:48:50,2025-01-08 18:45:43,816.0,11.0,92.0,136.0,978.0,,249.0,1883.0,2025-01-08 18:45:52,graphql-hooks-full-ws-transport-example@3.1.1,,,100.0,Minimal hooks-first GraphQL client.,1198.0,1198.0,97.0,23,True,3,,,,,
33,flowbite-vue,themesberg/flowbite-vue,['tailwind'],components,https://github.com/themesberg/flowbite-vue,https://github.com/themesberg/flowbite-vue,MIT,2022-06-02 08:04:40,2025-01-21 10:07:22,2025-01-21 10:05:19,498.0,17.0,125.0,14.0,175.0,37.0,111.0,802.0,2025-01-21 10:33:07,0.1.7,,,4.0,Official Vue 3 components built for Flowbite and Tailwind CSS.,2480.0,2480.0,50.0,23,True,3,,,,,
34,Appolo Client integration,vuejs/apollo,"['vue2', 'vue3', 'appolo']",graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2025-01-09 19:10:52,2025-01-09 19:10:52,1043.0,3.0,504.0,107.0,470.0,263.0,678.0,6031.0,2024-08-23 09:42:42,4.2.1,,,94.0,Apollo/GraphQL integration for VueJS.,3.0,3.0,143.0,22,True,1,,,,,
35,vuex-orm,vuex-orm/vuex-orm,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334.0,,161.0,37.0,257.0,127.0,416.0,2353.0,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,36.0,36.0,62.0,22,True,2,,,,,
36,villus,logaretm/villus,"['vue2', 'vue3']",graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2025-01-20 17:17:40,2025-01-20 17:17:37,667.0,20.0,32.0,9.0,74.0,15.0,127.0,804.0,2025-01-20 17:15:41,3.5.2,,,70.0,A tiny and fast GraphQL client for Vue.js.,229.0,229.0,25.0,22,True,3,,,,6.0,
37,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,"['vue3', 'bootstrap5', 'coreui']",admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,MIT,2017-08-15 09:29:16,2024-11-15 23:42:47,2024-11-15 23:42:28,519.0,4.0,967.0,121.0,90.0,1.0,205.0,3323.0,2024-09-25 10:26:19,5.2.0,,,64.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,13.0,20,True,1,,,,,
38,vue-formulate,wearebraid/vue-formulate,,forms,https://github.com/wearebraid/vue-formulate,https://github.com/wearebraid/vue-formulate,MIT,2019-10-07 14:13:30,2023-05-06 23:19:06,2022-04-13 12:37:08,558.0,,239.0,30.0,126.0,115.0,339.0,2252.0,,,,,,The easiest way to build forms with Vue.,47.0,47.0,18.0,19,True,3,,,,,
39,vuex-orm-next,vuex-orm/vuex-orm-next,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2023-03-04 11:20:52,2021-12-03 07:26:44,214.0,,11.0,11.0,102.0,11.0,22.0,188.0,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,1055.0,1055.0,9.0,18,True,2,,,,,
40,vue.draggable.next,SortableJS/vue.draggable.next,['vue3'],dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2023-09-27 01:14:21,2021-08-25 03:06:16,641.0,,510.0,21.0,29.0,177.0,71.0,4020.0,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,17,True,2,,,,,
41,Genql,remorses/genql,"['vue2', 'vue3']",graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2024-12-29 15:51:26,2024-03-30 15:57:39,1271.0,,35.0,8.0,45.0,12.0,133.0,899.0,2024-03-30 15:58:33,@genql/cli@6.3.3,,,1.0,Type safe TypeScript client for any GraphQL API.,149.0,149.0,12.0,17,True,3,,,,,
42,vue-save-state,spatie/vue-save-state,[],state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58.0,,22.0,12.0,11.0,,14.0,243.0,2017-01-19 19:12:25,1.1.0,,1549.0,1.0,A Vue mixin to save the state of a component to local storage.,152.0,152.0,9.0,17,True,3,vue-save-state,https://www.npmjs.com/package/vue-save-state,1549.0,,
43,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,"['vue3', 'tailwind', 'vite', 'pinia']",admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2024-05-22 06:30:38,2024-05-22 06:30:38,442.0,,421.0,33.0,18.0,24.0,17.0,2240.0,2023-04-06 16:31:39,3.2.0,,,13.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,4.0,16,True,3,,,,,
44,vue-dragging,hilongjw/vue-dragging,['vue2'],dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57.0,,142.0,23.0,7.0,24.0,4.0,763.0,,,,,,A sortable list directive with Vue.,1318.0,1318.0,9.0,16,False,3,,,,,
45,vorms,Mini-ghost/vorms,,forms,https://github.com/Mini-ghost/vorms,https://github.com/Mini-ghost/vorms,MIT,2022-04-27 16:26:30,2024-11-02 10:03:31,2024-11-02 10:03:31,202.0,1.0,24.0,6.0,35.0,9.0,10.0,623.0,2023-02-25 09:28:18,1.1.0,,,10.0,Vue Form Validation with Composition API.,58.0,58.0,7.0,16,True,3,,,,,
46,AgnosticUI,AgnosticUI/agnosticui,['vue3'],ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2023-12-29 12:37:44,2023-01-23 23:36:07,1914.0,,47.0,5.0,60.0,38.0,149.0,728.0,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,15,True,3,agnosticui,https://www.npmjs.com/package/agnosticui,,,
47,harlem,andrewcourtice/harlem,['vue3'],state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2024-06-03 00:06:34,2023-04-26 22:35:18,525.0,,16.0,7.0,59.0,3.0,13.0,517.0,2023-03-20 23:34:42,3.1.8,,87.0,63.0,Powerfully simple global state management for Vue 3.,13.0,13.0,10.0,15,True,3,harlem,https://www.npmjs.com/package/harlem,87.0,,
48,Vuex ORM integration,vuex-orm/plugin-graphql,"['vue2', 'vue3', 'vuex-orm']",graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355.0,,50.0,10.0,93.0,44.0,71.0,226.0,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,3.0,3.0,18.0,15,True,3,,,,,
49,vue-route,ayamflow/vue-route,['vue2'],routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66.0,,8.0,9.0,9.0,2.0,17.0,74.0,2015-06-26 16:49:13,.1.5.0,,2193.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",1371.0,1371.0,4.0,15,False,3,vue-route,https://www.npmjs.com/package/vue-route,2193.0,,
50,vue-js-grid,euvl/vue-js-grid,['vue2'],dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48.0,,107.0,23.0,15.0,16.0,15.0,950.0,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",160.0,160.0,8.0,14,True,3,,,,,
51,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,"['vue3', 'bootstrap5']",admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2024-07-12 10:45:58,2024-07-12 10:45:58,20.0,,755.0,13.0,43.0,5.0,45.0,397.0,2024-02-27 10:56:13,4.0.0,,,5.0,Vue Argon Dashboard.,,,4.0,13,True,3,,,,,
52,Vue Chimera,chimera-js/vue-chimera,"['vue2', 'vue3', 'axios']",http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176.0,,15.0,7.0,40.0,2.0,12.0,171.0,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,26.0,26.0,2.0,13,True,1,,,,,
53,vue-stator,galvez/vue-stator,[],state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2023-01-04 22:35:09,2021-01-26 01:25:08,123.0,,3.0,6.0,38.0,4.0,6.0,165.0,2019-11-22 17:42:00,1.2.0,,62.0,3.0,Vuex alternative based on Vue.observable().,6.0,6.0,4.0,11,True,3,vue-stator,https://www.npmjs.com/package/vue-stator,62.0,,
54,Storybook for Nuxt framework,storybook-vue/nuxt,[],dev-tools,https://github.com/storybook-vue/storybook-nuxt,https://github.com/storybook-vue/storybook-nuxt,,2023-07-23 03:19:03,2024-05-19 21:09:22,2024-04-19 06:42:07,385.0,,20.0,10.0,46.0,31.0,26.0,132.0,2024-03-29 13:20:44,0.2.6,,,10.0,Deprecated in favor of https://github.com/nuxt-modules/storybook/.,5.0,5.0,7.0,11,True,3,,,,,storybook-vue/storybook-nuxt
55,tailwindui-vue,tailwindlabs/tailwindui-vue,['tailwind'],components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9.0,,28.0,59.0,9.0,,7.0,648.0,,,,,,"Deprecated, please use the Headless UI repo instead.",20.0,20.0,4.0,10,True,3,,,,,
56,vue-redux,yang-wei/vue-redux,[],state-management,https://github.com/yang-wei/vue-redux,https://github.com/yang-wei/vue-redux,,2015-07-11 07:22:47,2017-07-15 04:36:28,2016-02-07 03:02:14,61.0,,12.0,3.0,17.0,,9.0,142.0,2015-07-26 09:31:05,0.0.1,,68.0,1.0,What happen when Vue.js + Redux.,17.0,17.0,6.0,10,False,3,vue-redux,https://www.npmjs.com/package/vue-redux,68.0,,
57,vue3-draggable,shkilo/vue3-draggable,['vue3'],dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2023-01-11 17:43:22,2021-06-07 12:33:47,72.0,,19.0,1.0,6.0,9.0,1.0,36.0,,,,,,simple drag&drop component for vue 3.x.,351.0,351.0,,10,True,3,,,,,
